Date,Ticker,Sector,Action,Weight_%,Mom_12_1_%,Price
2021-08,NVDA,IT,SELL,0.0,83.91,19.45
2021-08,TXN,IT,SELL,0.0,53.32,166.21
2021-08,SPY,OTHER,ADD,16.7,36.3,410.9
2021-09,DHR,HC,BUY,10.22,57.54,281.63
2021-09,MSFT,IT,BUY,13.1,35.15,290.34
2021-09,COST,CS,BUY,11.64,35.51,432.97
2021-09,ORCL,IT,SELL,0.0,58.26,83.9
2021-09,SPY,OTHER,SELL,0.0,31.2,423.13
2021-09,NUE,MAT,SELL,0.0,165.41,109.78
2021-09,PSA,RE,TRIM,14.13,57.52,262.38
2021-09,ETN,IND,TRIM,11.6,69.03,156.33
2021-09,GOOGL,COM,TRIM,9.14,77.59,143.51
2021-10,DVN,EN,BUY,3.11,292.02,27.92
2021-10,SPY,OTHER,BUY,13.67,30.05,402.12
2021-10,PRU,FIN,BUY,8.83,74.25,84.54
2021-10,TMO,HC,BUY,9.63,29.67,563.96
2021-10,TXN,IT,BUY,11.75,37.92,168.53
2021-10,DHR,HC,SELL,0.0,41.87,264.49
2021-10,ETN,IND,SELL,0.0,49.62,139.27
2021-10,MSFT,IT,SELL,0.0,35.27,271.66
2021-10,COST,CS,SELL,0.0,30.92,427.13
2021-10,PSA,RE,SELL,0.0,37.91,240.88
2021-11,AVGO,IT,BUY,11.99,56.91,48.94
2021-11,MSFT,IT,BUY,10.56,65.29,319.55
2021-11,INTU,IT,BUY,9.36,100.12,608.09
2021-11,PRU,FIN,SELL,0.0,80.86,88.44
2021-11,TXN,IT,SELL,0.0,32.85,164.38
2021-11,TMO,HC,SELL,0.0,34.08,625.19
2021-11,SPY,OTHER,ADD,15.61,42.62,431.71
2021-11,GOOGL,COM,ADD,10.08,83.21,146.83
2021-12,KLAC,IT,BUY,7.88,64.07,389.7
2021-12,TXN,IT,BUY,11.4,22.11,169.71
2021-12,ADI,IT,BUY,12.06,31.84,166.77
2021-12,MSFT,IT,SELL,0.0,55.85,318.56
2021-12,GOOGL,COM,SELL,0.0,61.76,140.73
2021-12,INTU,IT,SELL,0.0,86.32,634.46
2021-12,DVN,EN,ADD,4.21,215.52,33.65
2021-12,AVGO,IT,TRIM,11.13,42.27,50.96
2021-12,SPY,OTHER,TRIM,13.26,27.6,428.24
2022-01,PLD,RE,BUY,9.07,72.65,147.52
2022-01,COST,CS,BUY,11.24,55.8,540.5
2022-01,TXN,IT,SELL,0.0,17.53,166.27
2022-01,ADI,IT,SELL,0.0,21.04,162.62
2022-01,AVGO,IT,TRIM,9.61,56.82,61.25
2022-01,DVN,EN,ADD,5.7,192.4,35.24
2022-01,SPY,OTHER,ADD,17.89,28.82,446.48
2022-01,KLAC,IT,ADD,10.79,68.05,411.73
2022-02,ABBV,HC,BUY,8.84,39.98,117.1
2022-02,BRK-B,FIN,BUY,12.25,37.37,313.02
2022-02,PM,CS,BUY,9.13,35.91,84.24
2022-02,PRU,FIN,BUY,10.26,49.38,90.64
2022-02,AVGO,IT,SELL,0.0,33.91,54.27
2022-02,KLAC,IT,SELL,0.0,40.6,372.64
2022-02,PLD,RE,SELL,0.0,55.01,137.95
2022-02,COST,CS,SELL,0.0,44.42,480.93
2022-02,SPY,OTHER,TRIM,14.77,23.19,424.42
2022-03,EXC,UT,BUY,11.67,59.87,36.56
2022-03,AXP,FIN,BUY,9.49,45.36,185.07
2022-03,CVX,EN,BUY,9.64,51.55,121.35
2022-03,SPY,OTHER,SELL,0.0,16.32,411.89
2022-03,PM,CS,SELL,0.0,26.61,82.78
2022-03,PRU,FIN,SELL,0.0,34.95,90.71
2022-03,DVN,EN,ADD,6.63,193.6,48.55
2022-04,COST,CS,BUY,9.56,64.54,549.09
2022-04,AXP,FIN,SELL,0.0,33.62,177.9
2022-04,CVX,EN,TRIM,8.71,62.95,138.66
2022-05,MPC,EN,BUY,6.72,62.49,79.86
2022-05,GIS,CS,BUY,13.1,20.06,61.15
2022-05,PEP,CS,BUY,10.44,22.42,151.12
2022-05,PG,CS,BUY,10.56,23.28,144.99
2022-05,ABBV,HC,SELL,0.0,37.87,126.95
2022-05,BRK-B,FIN,SELL,0.0,17.41,322.83
2022-05,CVX,EN,SELL,0.0,59.4,133.41
2022-05,COST,CS,SELL,0.0,43.93,507.01
2022-05,EXC,UT,TRIM,9.16,50.72,40.52
2022-05,DVN,EN,TRIM,5.06,165.39,48.22
2022-06,CVX,EN,BUY,7.46,76.47,148.73
2022-06,ED,UT,BUY,9.87,33.66,86.56
2022-06,PEP,CS,SELL,0.0,16.54,147.63
2022-06,PG,CS,SELL,0.0,12.26,134.3
2022-06,EXC,UT,ADD,10.5,57.72,42.57
2022-06,GIS,CS,ADD,14.96,14.68,60.83
2022-07,LLY,HC,BUY,5.55,43.26,314.19
2022-07,XEL,UT,BUY,9.01,10.38,62.05
2022-07,ABBV,HC,BUY,5.82,41.79,133.51
2022-07,MCD,CD,BUY,10.9,8.66,225.28
2022-07,EXC,UT,SELL,0.0,47.82,39.53
2022-07,DVN,EN,SELL,0.0,101.38,45.69
2022-07,CVX,EN,SELL,0.0,44.38,124.3
2022-07,MPC,EN,SELL,0.0,40.51,75.69
2022-07,GIS,CS,TRIM,12.02,27.8,65.71
2022-07,ED,UT,TRIM,9.07,37.7,83.63
2022-08,MPC,EN,BUY,5.3,71.42,84.39
2022-08,XOM,EN,BUY,5.3,76.93,85.33
2022-08,XEL,UT,SELL,0.0,10.25,64.63
2022-08,ABBV,HC,SELL,0.0,28.68,125.1
2022-08,LLY,HC,ADD,6.32,37.3,319.48
2022-08,GIS,CS,ADD,14.73,31.14,65.14
2022-08,MCD,CD,ADD,11.66,10.93,241.66
2022-08,ED,UT,ADD,10.25,39.74,87.3
2022-09,CI,HC,BUY,6.36,36.45,264.93
2022-09,XEL,UT,BUY,9.5,11.05,65.58
2022-09,MET,FIN,BUY,9.69,6.91,57.35
2022-09,LLY,HC,SELL,0.0,18.27,291.9
2022-09,XOM,EN,SELL,0.0,84.24,84.15
2022-09,MCD,CD,SELL,0.0,8.61,231.48
2022-09,ED,UT,TRIM,9.21,34.53,85.95
2022-10,LLY,HC,BUY,7.05,41.93,314.36
2022-10,ORLY,CD,BUY,8.43,15.1,46.89
2022-10,VRTX,HC,BUY,8.4,59.62,289.54
2022-10,XEL,UT,SELL,0.0,5.29,56.53
2022-10,MET,FIN,SELL,0.0,1.45,54.62
2022-10,ED,UT,SELL,0.0,22.44,76.02
2022-10,CI,HC,ADD,7.77,41.24,259.34
2022-10,GIS,CS,ADD,16.35,31.99,67.2
2022-11,BMY,HC,BUY,8.29,35.74,66.53
2022-11,ORLY,CD,SELL,0.0,34.52,55.81
2022-12,MRK,HC,BUY,7.92,52.16,99.1
2022-12,MPC,EN,SELL,0.0,105.92,112.83
2022-12,GIS,CS,TRIM,14.96,42.14,75.34
2023-01,MPC,EN,BUY,4.97,86.62,108.49
2023-01,KO,CS,BUY,10.53,10.61,57.73
2023-01,CB,FIN,BUY,7.55,16.01,211.22
2023-01,BMY,HC,SELL,0.0,18.98,62.26
2023-01,LLY,HC,SELL,0.0,34.26,356.66
2023-01,VRTX,HC,SELL,0.0,31.5,288.78
2023-01,CI,HC,ADD,9.48,46.91,310.9
2023-01,MRK,HC,TRIM,7.11,49.85,99.85
2023-02,VLO,EN,BUY,6.18,74.82,126.92
2023-02,TJX,CD,BUY,8.63,15.79,78.31
2023-02,VRTX,HC,BUY,10.85,32.94,323.1
2023-02,GIS,CS,SELL,0.0,17.44,69.21
2023-02,KO,CS,SELL,0.0,3.48,55.65
2023-02,MRK,HC,SELL,0.0,36.06,97.3
2023-02,CI,HC,ADD,12.69,39.68,298.15
2023-02,MPC,EN,ADD,7.23,83.79,119.79
2023-02,CB,FIN,ADD,10.86,17.19,218.65
2023-03,LIN,MAT,BUY,8.19,20.63,333.84
2023-03,AZO,CD,BUY,9.63,33.44,2486.54
2023-03,MRK,HC,BUY,9.32,43.19,96.24
2023-03,GIS,CS,BUY,14.97,21.23,70.67
2023-03,SYK,HC,BUY,7.89,1.08,255.35
2023-03,CI,HC,SELL,0.0,24.88,275.02
2023-03,CB,FIN,SELL,0.0,5.31,202.82
2023-03,TJX,CD,SELL,0.0,17.97,73.28
2023-03,VRTX,HC,SELL,0.0,26.2,290.29
2023-03,VLO,EN,SELL,0.0,63.4,119.4
2023-03,MPC,EN,TRIM,6.06,62.86,115.21
2023-04,GE,IND,BUY,4.23,34.42,75.03
2023-04,TJX,CD,BUY,8.76,31.67,75.24
2023-04,CL,CS,BUY,14.6,1.59,70.0
2023-04,VRTX,HC,BUY,9.88,20.73,315.07
2023-04,LIN,MAT,SELL,0.0,12.99,340.62
2023-04,SYK,HC,SELL,0.0,8.13,277.29
2023-04,AZO,CD,SELL,0.0,20.23,2458.15
2023-04,MRK,HC,SELL,0.0,33.83,96.38
2023-05,META,COM,BUY,3.67,19.88,238.45
2023-05,SYK,HC,BUY,9.0,25.79,291.85
2023-05,SBUX,CD,BUY,9.57,56.75,106.12
2023-05,ORLY,CD,BUY,9.93,51.23,61.15
2023-05,MPC,EN,SELL,0.0,43.24,114.38
2023-05,GE,IND,SELL,0.0,70.8,77.75
2023-05,TJX,CD,SELL,0.0,30.93,75.68
2023-05,VRTX,HC,SELL,0.0,24.71,340.73
2023-06,LLY,HC,BUY,9.92,38.76,420.04
2023-06,AVGO,IT,BUY,6.58,43.81,77.81
2023-06,WMT,CS,BUY,15.31,16.0,47.29
2023-06,MSFT,IT,BUY,10.05,21.97,320.79
2023-06,ORLY,CD,SELL,0.0,41.77,60.22
2023-06,SYK,HC,SELL,0.0,19.02,268.4
2023-06,CL,CS,SELL,0.0,-3.2,69.72
2023-06,SBUX,CD,SELL,0.0,27.33,90.66
2023-06,META,COM,ADD,4.45,36.71,262.66
2023-06,GIS,CS,ADD,17.24,23.74,75.27
2023-07,NVDA,IT,BUY,4.49,179.32,42.26
2023-07,SYK,HC,BUY,13.78,55.33,297.15
2023-07,TJX,CD,BUY,13.04,54.39,81.76
2023-07,VMC,MAT,BUY,10.87,60.1,220.9
2023-07,LLY,HC,SELL,0.0,46.37,459.88
2023-07,META,COM,SELL,0.0,77.97,284.75
2023-07,GIS,CS,SELL,0.0,4.4,68.6
2023-07,MSFT,IT,SELL,0.0,33.88,333.39
2023-07,WMT,CS,ADD,16.7,31.36,50.81
2023-07,AVGO,IT,ADD,8.09,84.38,83.53
2023-08,META,COM,BUY,5.47,100.25,316.12
2023-08,SPY,OTHER,BUY,16.27,12.93,442.17
2023-08,SYK,HC,SELL,0.0,33.52,276.72
2023-08,VMC,MAT,SELL,0.0,34.59,216.06
2023-08,TJX,CD,ADD,14.54,43.88,83.44
2023-08,WMT,CS,ADD,19.41,23.01,51.67
2023-09,LLY,HC,BUY,7.88,86.18,543.45
2023-09,ETN,IND,BUY,11.32,72.11,222.8
2023-09,BRK-B,FIN,BUY,15.16,28.28,360.2
2023-09,NVDA,IT,SELL,0.0,227.25,49.32
2023-09,META,COM,SELL,0.0,81.61,293.59
2023-09,SPY,OTHER,SELL,0.0,15.82,434.98
2023-09,WMT,CS,TRIM,15.46,24.66,52.56
2023-09,TJX,CD,TRIM,11.4,50.84,89.17
2023-10,BKNG,CD,BUY,7.77,87.68,3027.39
2023-10,CME,FIN,BUY,13.55,18.73,176.98
2023-10,FDX,IND,BUY,8.12,82.65,250.14
2023-10,COST,CS,BUY,8.48,20.53,544.6
2023-10,LLY,HC,SELL,0.0,67.91,527.84
2023-10,AVGO,IT,SELL,0.0,92.6,80.41
2023-10,ETN,IND,SELL,0.0,63.02,207.1
2023-10,TJX,CD,SELL,0.0,45.38,86.03
2023-10,WMT,CS,TRIM,12.61,25.2,51.88
2023-10,BRK-B,FIN,TRIM,12.98,31.19,350.3
2023-11,LIN,MAT,BUY,10.06,30.35,370.15
2023-11,IBM,IT,BUY,10.89,9.85,133.79
2023-11,META,COM,BUY,4.9,223.39,298.92
2023-11,CB,FIN,BUY,9.77,1.58,209.0
2023-11,BKNG,CD,SELL,0.0,49.22,2738.4
2023-11,FDX,IND,SELL,0.0,53.26,227.83
2023-11,BRK-B,FIN,SELL,0.0,15.67,341.33
2023-11,COST,CS,SELL,0.0,10.99,532.53
2023-11,CME,FIN,TRIM,11.22,29.43,189.71
2023-12,BRK-B,FIN,BUY,14.31,12.99,360.0
2023-12,WMT,CS,SELL,0.0,3.71,50.5
2023-12,LIN,MAT,ADD,12.3,24.72,400.76
2023-12,META,COM,ADD,5.75,177.01,324.6
2024-01,AVGO,IT,BUY,6.57,104.95,108.66
2024-01,GE,IND,BUY,9.08,95.78,100.41
2024-01,TMUS,COM,BUY,17.25,15.02,154.83
2024-01,COST,CS,BUY,12.62,45.69,637.45
2024-01,LIN,MAT,SELL,0.0,27.71,397.8
2024-01,CME,FIN,SELL,0.0,31.6,187.17
2024-01,BRK-B,FIN,SELL,0.0,15.46,356.66
2024-01,CB,FIN,SELL,0.0,4.2,220.09
2024-01,IBM,IT,ADD,14.03,21.85,153.0
2024-01,META,COM,ADD,7.56,194.13,351.2
2024-02,WMT,CS,BUY,15.42,16.61,53.8
2024-02,AVGO,IT,SELL,0.0,106.3,115.39
2024-02,GE,IND,ADD,10.68,65.03,104.24
2024-02,TMUS,COM,TRIM,15.22,8.45,155.7
2024-02,IBM,IT,TRIM,10.12,43.09,171.81
2024-02,COST,CS,TRIM,11.09,40.09,686.32
2024-03,AMZN,CD,BUY,9.51,87.58,176.76
2024-03,WMT,CS,SELL,0.0,25.6,57.25
2024-03,GE,IND,TRIM,9.08,85.77,123.51
2024-03,META,COM,TRIM,6.63,180.17,486.31
2024-03,TMUS,COM,ADD,19.46,15.36,157.7
2024-03,IBM,IT,ADD,12.2,50.21,173.09
2024-03,COST,CS,ADD,14.22,58.32,734.73
2024-04,WMT,CS,BUY,16.61,24.29,58.77
2024-04,NVDA,IT,BUY,4.23,225.44,90.3
2024-04,META,COM,SELL,0.0,129.36,482.31
2024-04,COST,CS,SELL,0.0,51.9,724.67
2024-05,ETN,IND,BUY,6.57,93.55,311.24
2024-05,KO,CS,BUY,12.97,-0.64,58.29
2024-05,CL,CS,BUY,11.72,18.13,87.8
2024-05,WELL,RE,BUY,10.96,23.76,91.75
2024-05,IBM,IT,SELL,0.0,37.58,156.89
2024-05,NVDA,IT,SELL,0.0,211.47,86.35
2024-05,WMT,CS,SELL,0.0,19.65,58.17
2024-05,AMZN,CD,SELL,0.0,65.96,175.0
2024-05,GE,IND,TRIM,6.76,105.3,159.62
2024-05,TMUS,COM,TRIM,15.86,15.04,159.17
2024-06,NVDA,IT,BUY,3.4,189.87,109.57
2024-06,ETN,IND,SELL,0.0,92.32,325.51
2024-06,KO,CS,ADD,15.48,8.84,59.38
2024-06,CL,CS,ADD,13.99,28.1,89.31
2024-07,WMT,CS,BUY,10.05,31.07,66.59
2024-07,GE,IND,SELL,0.0,82.03,157.08
2024-07,KO,CS,TRIM,13.98,9.07,60.06
2024-07,CL,CS,TRIM,12.47,29.1,93.23
2024-07,TMUS,COM,TRIM,14.87,28.39,171.46
2024-08,T,COM,BUY,8.77,42.05,17.71
2024-08,NVDA,IT,SELL,0.0,150.5,116.96
2024-08,WMT,CS,TRIM,9.21,30.64,67.51
2024-08,KO,CS,TRIM,11.83,11.22,63.46
2024-08,WELL,RE,TRIM,10.07,39.14,107.79
2024-09,ELV,HC,BUY,13.08,27.59,539.14
2024-09,WMT,CS,SELL,0.0,44.51,75.96
2024-09,KO,CS,TRIM,10.22,25.01,68.91
2024-09,TMUS,COM,TRIM,12.3,47.63,193.4
2024-09,WELL,RE,TRIM,9.08,49.6,116.93
2024-10,WMT,CS,BUY,7.37,53.52,79.64
2024-10,SRE,UT,BUY,11.07,27.12,79.28
2024-10,ELV,HC,SELL,0.0,20.95,503.42
2024-10,T,COM,SELL,0.0,56.5,20.55
2024-10,KO,CS,ADD,14.0,32.48,68.33
2024-11,T,COM,BUY,8.56,56.39,21.05
2024-11,SPY,OTHER,BUY,12.63,37.81,558.63
2024-11,KO,CS,SELL,0.0,19.19,62.53
2024-11,CL,CS,SELL,0.0,27.7,90.49
2024-11,WMT,CS,ADD,8.4,52.48,80.83
2024-11,SRE,UT,ADD,12.77,23.0,79.63
2024-11,WELL,RE,ADD,10.63,65.49,131.44
2024-12,AXP,FIN,BUY,9.15,80.55,300.76
2024-12,SRE,UT,SELL,0.0,32.81,89.46
2024-12,WMT,CS,ADD,9.4,80.64,91.23
2024-12,T,COM,ADD,10.13,48.43,21.91
2024-12,SPY,OTHER,ADD,16.27,33.81,591.94
2024-12,WELL,RE,ADD,11.7,59.09,134.65
2025-01,BLK,FIN,BUY,9.42,29.51,994.03
2025-01,WELL,RE,SELL,0.0,43.07,123.42
2025-01,TMUS,COM,TRIM,8.69,39.7,216.3
2025-02,CSCO,IT,BUY,12.14,24.7,58.76
2025-02,WELL,RE,BUY,9.8,61.49,133.65
2025-02,T,COM,SELL,0.0,42.45,22.45
2025-02,TMUS,COM,SELL,0.0,46.63,228.29
2025-03,T,COM,BUY,8.54,71.32,26.26
2025-03,TMUS,COM,BUY,7.37,67.59,264.28
2025-03,AXP,FIN,SELL,0.0,38.68,297.79
2025-03,BLK,FIN,SELL,0.0,23.39,952.83
2025-03,WELL,RE,TRIM,8.98,70.5,150.33
2025-04,SO,UT,BUY,11.62,32.61,89.03
2025-04,DUK,UT,BUY,12.89,31.0,117.8
2025-04,PM,CS,BUY,6.85,81.93,151.96
2025-04,WMT,CS,SELL,0.0,47.65,86.78
2025-04,SPY,OTHER,SELL,0.0,8.32,551.39
2025-04,CSCO,IT,SELL,0.0,27.54,60.25
2025-04,T,COM,ADD,9.48,70.02,27.09
2025-04,WELL,RE,ADD,9.8,67.49,150.71
2025-05,CME,FIN,BUY,11.02,38.29,266.86
2025-05,ORLY,CD,BUY,9.81,39.67,94.35
2025-05,NFLX,COM,BUY,5.56,105.53,113.17
2025-05,SO,UT,SELL,0.0,29.35,88.97
2025-05,TMUS,COM,SELL,0.0,52.54,242.8
2025-05,PM,CS,SELL,0.0,88.6,165.5
2025-05,DUK,UT,TRIM,11.89,28.98,117.85
2025-05,WELL,RE,TRIM,8.92,63.6,150.1
2025-06,AZO,CD,BUY,11.87,34.77,3733.04
2025-06,TRV,FIN,BUY,9.24,30.08,271.4
2025-06,ORLY,CD,SELL,0.0,41.97,91.17
2025-06,DUK,UT,SELL,0.0,18.06,113.69
2025-07,CSCO,IT,BUY,11.05,50.42,68.19
2025-07,PM,CS,BUY,7.34,87.81,175.9
2025-07,AZO,CD,SELL,0.0,25.24,3712.23
2025-07,TRV,FIN,SELL,0.0,33.9,263.36
2025-07,CME,FIN,ADD,13.16,46.68,265.46
2025-07,WELL,RE,ADD,10.37,50.4,151.92
2025-07,T,COM,ADD,10.96,59.34,28.02
2025-07,NFLX,COM,ADD,6.72,98.42,133.91
2025-08,D,UT,BUY,11.98,14.61,56.54
2025-08,SO,UT,BUY,11.53,16.96,92.25
2025-08,RTX,IND,BUY,8.17,36.93,155.74
2025-08,DUK,UT,BUY,11.98,15.52,118.55
2025-08,T,COM,SELL,0.0,49.81,26.54
2025-08,CSCO,IT,SELL,0.0,44.74,66.91
2025-08,PM,CS,SELL,0.0,48.04,159.63
2025-08,NFLX,COM,SELL,0.0,84.52,115.94
2025-08,CME,FIN,TRIM,10.24,50.13,269.25
2025-08,WELL,RE,TRIM,7.72,51.34,163.13
2025-09,MO,CS,BUY,8.28,34.56,64.95
2025-09,BLK,FIN,BUY,9.9,27.71,1110.23
2025-09,NEM,MAT,BUY,4.62,42.36,73.79
2025-09,SO,UT,SELL,0.0,10.45,90.12
2025-09,CME,FIN,SELL,0.0,29.1,257.86
2025-09,RTX,IND,SELL,0.0,31.29,156.76
2025-09,D,UT,ADD,14.34,12.33,57.94
2025-09,DUK,UT,ADD,14.33,11.55,119.38
2025-09,WELL,RE,ADD,9.24,42.22,166.3
2025-10,RTX,IND,BUY,8.22,40.87,166.12
2025-10,CME,FIN,BUY,10.78,27.97,261.42
2025-10,MO,CS,SELL,0.0,39.34,63.84
2025-10,NEM,MAT,SELL,0.0,61.14,83.62
2025-10,D,UT,TRIM,12.97,9.64,59.17
2025-10,BLK,FIN,TRIM,8.66,25.46,1148.38
2025-10,DUK,UT,TRIM,12.37,11.3,121.65
2025-10,WELL,RE,TRIM,8.0,41.73,176.82
2025-11,SPY,OTHER,BUY,12.1,21.4,678.2
2025-11,F,CD,BUY,7.61,37.33,12.84
2025-11,BLK,FIN,SELL,0.0,12.65,1071.6
2025-11,CME,FIN,SELL,0.0,23.06,258.1
2025-12,GOOGL,COM,BUY,5.06,90.35,319.75
2025-12,NEM,MAT,BUY,5.61,120.67,90.28
2025-12,RTX,IND,SELL,0.0,46.45,173.64
2025-12,F,CD,SELL,0.0,28.41,12.99
2025-12,SPY,OTHER,ADD,14.64,14.8,679.52
2025-12,DUK,UT,ADD,14.38,9.81,121.83
2026-01,RTX,IND,BUY,10.26,61.44,182.79
2026-01,MU,IT,BUY,2.79,240.54,285.29
2026-01,JNJ,HC,BUY,10.55,47.48,205.86
2026-01,F,CD,BUY,11.84,42.35,12.98
2026-01,D,UT,SELL,0.0,12.7,57.33
2026-01,WELL,RE,SELL,0.0,49.86,184.95
2026-01,GOOGL,COM,SELL,0.0,66.08,312.58
2026-01,SPY,OTHER,SELL,0.0,17.77,678.06
2026-01,DUK,UT,ADD,16.47,12.72,116.22
2026-01,NEM,MAT,ADD,7.16,172.82,99.65
2026-02,JNJ,HC,TRIM,9.74,53.93,226.05
2026-03,MLM,MAT,BUY,11.01,40.84,675.74
2026-03,MU,IT,SELL,0.0,341.87,412.37
2026-03,RTX,IND,TRIM,8.45,55.2,201.95
2026-03,DUK,UT,TRIM,11.59,15.4,129.74
2026-03,NEM,MAT,TRIM,6.11,208.6,129.74
2026-03,JNJ,HC,TRIM,7.73,55.15,247.12
